Titulo do imóvel,Tipo do imóvel,Preço,Valor Condomínio,Bairro,Link para o anúncio,Origem,Quartos,Suítes,Área do imóvel
Apartamento semi-mobiliado  à venda e locação no  Centro de Toledo,Residencial,"R$ 2.850,00","R$ 550,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/apartamento/toledo-pr/centro/apartamento-semi-mobiliado--a-venda-e-locacao-no--centro-de-toledo/854349,Maximize Imobiliária,2,1,"233,33m²"
"Apartamento à venda, Jardim La Salle, TOLEDO - PR",Residencial,"R$ 3.200,00",,"Jardim La Salle, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/apartamento/toledo-pr/jardim-la-salle/apartamento-a-venda--jardim-la-salle--toledo---pr/790079,Maximize Imobiliária,,,"192,58m²"
"Apartamento à venda, Jardim Gisela, TOLEDO - PR",Residencial,"R$ 3.300,00","R$ 300,00","Jardim Gisela, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/apartamento/toledo-pr/jardim-gisela/apartamento-a-venda--jardim-gisela--toledo---pr/743532,Maximize Imobiliária,1,1,
"Sala, 26 m² - venda por R$ 500.000,00 ou aluguel por R$ 2.500,00/mês - Centro - ",Residencial,"R$ 2.500,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/sala-comercial/toledo-pr/centro/sala-comercial-a-venda-26-50-m---centro--toledo---pr/548367,Maximize Imobiliária,,,"26,50m²"
"Sala Comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 23.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/847693,Maximize Imobiliária,,,"992,97m²"
"Sala Comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 18.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/610726,Maximize Imobiliária,,,"800,00m²"
Sala Comercial para locação no Centro de Toledo - PR,Residencial,"R$ 12.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao-no-centro-de-toledo---pr/763770,Maximize Imobiliária,,,"301,19m²"
"SALA COMERCIAL COM 220,00 M  - 01 VAGA DE GARAGEM - COPA - 03 BANHEIROS - ELEVADOR",Residencial,"R$ 10.000,00",,"Jardim Santa Maria, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-santa-maria/sala-comercial-com-220-00-m----01-vaga-de-garagem---copa---03-banheiros---elevador/592279,Maximize Imobiliária,,,"220,00m²"
"Barracão para alugar, 600 m² por R$ 9.000,00/mês - Jardim Europa - Toledo/PR",Residencial,"R$ 9.000,00",,"Jardim Europa, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/barracao/toledo-pr/jardim-europa/barracao-para-locacao-600-00-m---jardim-europa--toledo---pr/548425,Maximize Imobiliária,,,"600,00m²"
Sala para alugar - Vila Becker - Toledo/Pr,Residencial,"R$ 9.000,00",,"Vila Becker, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/vila-becker/sala-comercial-para-locacao---vila-becker---toledo-pr/552154,Maximize Imobiliária,,,"580,00m²"
"Sala Comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 8.800,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/796783,Maximize Imobiliária,,,267m²
"Chácara para alugar, 6000 m² por R$ 7.500,00/mês - Zona Rural - Toledo/PR",Residencial,"R$ 7.500,00",,"Zona Rural, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/chacara/toledo-pr/zona-rural/chacara-para-locacao-6000-00-m---zona-rural--toledo---pr/547888,Maximize Imobiliária,,,"6000,00m²"
"Barracão para locação, Ouro Verde, PALOTINA - PR",Residencial,"R$ 7.000,00",,"Ouro Verde, PALOTINA - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/barracao/palotina-pr/ouro-verde/barracao-para-locacao--ouro-verde--palotina---pr/778082,Maximize Imobiliária,,,"300,00m²"
"Sala Comercial para locação, Vila Industrial, TOLEDO - PR",Residencial,"R$ 6.200,00",,"Vila Industrial, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/vila-industrial/sala-comercial-para-locacao--vila-industrial--toledo---pr/595108,Maximize Imobiliária,,,"400,00m²"
"Sala Comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 6.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/562970,Maximize Imobiliária,,,140m²
"Sobrado para locação, de fino acabamento, Jardim Concórdia, TOLEDO - PR",Residencial,"R$ 5.600,00",,"Jardim Concórdia, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/jardim-concordia/sobrado-para-locacao--de-fino-acabamento--jardim-concordia--toledo---pr/867775,Maximize Imobiliária,,,"160,27m²"
"Excelente Sala Comercial, com 220 m  de esquina - Possui Mezanino - 02 Banheiros -",Residencial,"R$ 5.500,00",,"Vila Becker, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/vila-becker/excelente-sala-comercial--com-220-m--de-esquina---possui-mezanino---02-banheiros--/757047,Maximize Imobiliária,,,"220,00m²"
"Sala Comercial para locação, Jardim Porto Alegre, TOLEDO - PR - De esquina",Residencial,"R$ 5.500,00",,"Jardim Porto Alegre, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-porto-alegre/sala-comercial-para-locacao--jardim-porto-alegre--toledo---pr---de-esquina/847690,Maximize Imobiliária,,,"90,00m²"
"Salas Comerciais para LOCAÇÃO, Centro, TOLEDO - PR",Residencial,"R$ 5.500,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/salas-comerciais-para-locacao--centro--toledo---pr/715988,Maximize Imobiliária,,,"145,00m²"
Oportunidade de Locação no Centro de Toledo Residência e Sala Comercial,Residencial,"R$ 5.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/centro/oportunidade-de-locacao-no-centro-de-toledo-residencia-e-sala-comercial/854996,Maximize Imobiliária,3,,
"Apartamento com 3 dormitórios à venda,108m , Centro, TOLEDO - PR",Residencial,"R$ 4.800,00","R$ 350,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/centro/apartamento-com-3-dormitorios-a-venda-108m---centro--toledo---pr/824836,Maximize Imobiliária,2,1,"200,00m²"
"Casa para locação, Jardim La Salle, TOLEDO - PR",Residencial,"R$ 4.500,00",,"Jardim La Salle, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/jardim-la-salle/casa-para-locacao--jardim-la-salle--toledo---pr/862014,Maximize Imobiliária,,,620m²
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 4.500,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783280,Maximize Imobiliária,,,"90,67m²"
"Sobrado com 3 dormitórios para locação com piscina, Centro, TOLEDO - PR",Residencial,"R$ 3.900,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/centro/sobrado-com-3-dormitorios-para-locacao-com-piscina--centro--toledo---pr/874103,Maximize Imobiliária,2,1,"170,00m²"
"Sala Comercial para locação,110.00 m , Centro, TOLEDO - PR",Residencial,"R$ 3.700,00","R$ 100,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao-110-00-m---centro--toledo---pr/552059,Maximize Imobiliária,,,"110,00m²"
"Apartamento com 3 dormitórios para locação,216.99 m , TOLEDO - PR",Residencial,"R$ 3.600,00","R$ 300,00","Jardim La Salle, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/jardim-la-salle/apartamento-com-3-dormitorios-para-locacao-216-99-m---toledo---pr/554883,Maximize Imobiliária,2,1,"216,99m²"
"Sala para alugar, 149 m² por R$ 3.500/mês - Centro - Toledo/PR",Residencial,"R$ 3.500,00","R$ 230,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao-149-00-m---centro--toledo---pr/547840,Maximize Imobiliária,,,"149,00m²"
"Sala Comercial para locação, com 140 metros aproximadamente, Centro, TOLEDO - PR",Residencial,"R$ 3.500,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--com-140-metros-aproximadamente--centro--toledo---pr/555588,Maximize Imobiliária,,,"140,00m²"
"Barracão para locação no Centro de Toledo, 160 m ,  TOLEDO - PR",Residencial,"R$ 3.500,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/barracao/toledo-pr/centro/barracao-para-locacao-no-centro-de-toledo--160-m----toledo---pr/855216,Maximize Imobiliária,,,"m²,"
"Sobrado com 3 dormitórios para locação,1065.40 m , TOLEDO - PR",Residencial,"R$ 3.350,00",,"Jardim Porto Alegre, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/jardim-porto-alegre/sobrado-com-3-dormitorios-para-locacao-1065-40-m---toledo---pr/561076,Maximize Imobiliária,2,1,"1065,40m²"
"Sobrado, com 02 Suítes e 01 Quarto. Uma das suítes possui Closet com armários planejados e Ar Cond.",Residencial,"R$ 3.300,00",,"Jardim Bressan, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/jardim-bressan/sobrado--com-02-suites-e-01-quarto--uma-das-suites-possui-closet-com-armarios-planejados-e-ar-cond-/718633,Maximize Imobiliária,,,
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 3.200,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783288,Maximize Imobiliária,,,"57,29m²"
"Casa com 3 dormitórios para locação,450.00 m , Jardim Pancera, TOLEDO - PR",Residencial,"R$ 3.000,00",,"Jardim Pancera, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/jardim-pancera/casa-com-3-dormitorios-para-locacao-450-00-m---jardim-pancera--toledo---pr/863000,Maximize Imobiliária,2,1,"450,00m²"
"Apartamento com 2 dormitórios para locação,90.72 m , TOLEDO - PR",Residencial,"R$ 3.000,00","R$ 350,00","Jardim La Salle, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/jardim-la-salle/apartamento-com-2-dormitorios-para-locacao-90-72-m---toledo---pr/653622,Maximize Imobiliária,1,1,"90,72m²"
"Apartamento com 3 dormitórios para locação, Centro, TOLEDO - PR",Residencial,"R$ 3.000,00","R$ 300,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/centro/apartamento-com-3-dormitorios-para-locacao--centro--toledo---pr/808009,Maximize Imobiliária,2,1,140m²
"Apartamento com 3 dormitórios para locação, Centro, TOLEDO - PR",Residencial,"R$ 3.000,00","R$ 300,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/centro/apartamento-com-3-dormitorios-para-locacao--centro--toledo---pr/808010,Maximize Imobiliária,2,1,140m²
Locação Sala Comercial 100 m  - Centro - Em frente ao Terminal Rodoviário.,Residencial,"R$ 3.000,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/locacao-sala-comercial-100-m----centro---em-frente-ao-terminal-rodoviario-/879699,Maximize Imobiliária,,,100m²
"Sala Comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 3.000,00","R$ 30,00","Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/552636,Maximize Imobiliária,,,"95m²,"
"Casa para locação em Novo Sobradinho, distrito de Toledo, com uma suíte e mais dois quartos.",Residencial,"R$ 3.000,00",,"Novo Sobradinho, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/novo-sobradinho/casa-para-locacao-em-novo-sobradinho--distrito-de-toledo--com-uma-suite-e-mais-dois-quartos-/822780,Maximize Imobiliária,,,"127,00m²"
"Sala Comercial para locação,70.00 m , Centro, TOLEDO - PR",Residencial,"R$ 2.900,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao-70-00-m---centro--toledo---pr/560395,Maximize Imobiliária,,,"70,00m²"
"Sala com 12,00   em Coworking no Edifício  Luxor -  Jardim Santa Maria - Próximo da Av. Cirne Lima -",Residencial,"R$ 2.800,00",,"Jardim Santa Maria, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-santa-maria/sala-com-12-00---em-coworking-no-edificio--luxor----jardim-santa-maria---proximo-da-av--cirne-lima--/810015,Maximize Imobiliária,,,"12,00m²"
"Comercial, Centro, TOLEDO - PR",Residencial,"R$ 2.800,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/comercio/toledo-pr/centro/comercial--centro--toledo---pr/806781,Maximize Imobiliária,,,"70,00m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.800,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783267,Maximize Imobiliária,,,"41,20m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.800,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783284,Maximize Imobiliária,,,"58,50m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.750,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783287,Maximize Imobiliária,,,"57,17m²"
"Apartamento para locação, Centro, TOLEDO - PR",Residencial,"R$ 2.700,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/centro/apartamento-para-locacao--centro--toledo---pr/879708,Maximize Imobiliária,,,180m²
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.700,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783282,Maximize Imobiliária,,,"58,50m²"
"Apartamento para locação, Tocantins, TOLEDO - PR",Residencial,"R$ 2.700,00","R$ 300,00","Tocantins, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/tocantins/apartamento-para-locacao--tocantins--toledo---pr/860411,Maximize Imobiliária,,,
"Casa para locação com 02 quartos e suite, Jardim Anápolis, TOLEDO - PR",Residencial,"R$ 2.600,00",,"Jardim Anápolis, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/jardim-anapolis/casa-para-locacao-com-02-quartos-e-suite--jardim-anapolis--toledo---pr/851715,Maximize Imobiliária,2,,"132,00m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.550,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783286,Maximize Imobiliária,,,"49,60m²"
Sala com 10 m   em Coworking no Edifício  Luxor - Jardim Santa Maria - Próximo da Av. Cirne Lima,Residencial,"R$ 2.500,00",,"Jardim Santa Maria, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-santa-maria/sala-com-10-m---em-coworking-no-edificio--luxor---jardim-santa-maria---proximo-da-av--cirne-lima/799237,Maximize Imobiliária,,,10m²
"Apartamento para locação com 02 quartos, Vila Industrial, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 320,00","Vila Industrial, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/vila-industrial/apartamento-para-locacao-com-02-quartos--vila-industrial--toledo---pr/877348,Maximize Imobiliária,2,,"80,00m²"
"Apartamento para locação com 02 quartos e cozinha, Vila Industrial, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 280,00","Vila Industrial, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/vila-industrial/apartamento-para-locacao-com-02-quartos-e-cozinha--vila-industrial--toledo---pr/867202,Maximize Imobiliária,2,,"70,00m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783270,Maximize Imobiliária,,,"41,20m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783272,Maximize Imobiliária,,,"41,20m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783273,Maximize Imobiliária,,,"41,20m²"
"Sala Comercial para locação, Jardim Coopagro, TOLEDO - PR",Residencial,"R$ 2.500,00","R$ 230,00","Jardim Coopagro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-coopagro/sala-comercial-para-locacao--jardim-coopagro--toledo---pr/783274,Maximize Imobiliária,,,"41,20m²"
"Apartamento 122,49m   uma suíte e mais 2 quartos, sala e cozinha, lavanderia, sacada, banheiro socia",Residencial,"R$ 2.500,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/centro/apartamento-122-49m---uma-suite-e-mais-2-quartos--sala-e-cozinha--lavanderia--sacada--banheiro-socia/855211,Maximize Imobiliária,,,"m²,"
"Sala comercial para locação, com 70 m , com banheiro, no Jardim Porto Alegre, Toledo-PR",Residencial,"R$ 2.500,00",,"Jardim Porto Alegre, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/jardim-porto-alegre/sala-comercial-para-locacao--com-70-m---com-banheiro--no-jardim-porto-alegre--toledo-pr/762594,Maximize Imobiliária,,,"70,00m²"
"Apartamento Mobiliado para locação, Vila Becker, TOLEDO - PR",Residencial,"R$ 2.150,00","R$ 260,00","Vila Becker, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/vila-becker/apartamento-mobiliado-para-locacao--vila-becker--toledo---pr/838603,Maximize Imobiliária,2,,"74,00m²"
"Sala comercial para locação, Centro, TOLEDO - PR",Residencial,"R$ 2.100,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sala-comercial/toledo-pr/centro/sala-comercial-para-locacao--centro--toledo---pr/718363,Maximize Imobiliária,,,"60,00m²"
"Casa para locação, Jardim Porto Alegre, TOLEDO - PR",Residencial,"R$ 2.100,00",,"Jardim Porto Alegre, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/jardim-porto-alegre/casa-para-locacao--jardim-porto-alegre--toledo---pr/601693,Maximize Imobiliária,,,
"Apartamento para locação com 02 quartos, Jardim La Salle, TOLEDO - PR",Residencial,"R$ 2.000,00","R$ 300,00","Jardim La Salle, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/apartamento/toledo-pr/jardim-la-salle/apartamento-para-locacao-com-02-quartos--jardim-la-salle--toledo---pr/664351,Maximize Imobiliária,2,,"63,76m²"
